Date,Open,High,Low,Close,Adj Close,Volume
7/02/2010,null,null,null,null,null,null
8/02/2010,1065.699951,1073.400024,1061.599976,1065.699951,1065.699951,549
9/02/2010,1076.699951,1082,1063.099976,1076.699951,1076.699951,387
10/02/2010,1075.800049,1081.099976,1063.300049,1075.800049,1075.800049,640
11/02/2010,1076.800049,1097.099976,1075.599976,1094.199951,1094.199951,1491
12/02/2010,1089.5,1092,1079.800049,1089.5,1089.5,197
14/02/2010,null,null,null,null,null,null
16/02/2010,1119.300049,1120.400024,1092.400024,1119.300049,1119.300049,928
17/02/2010,1119.5,1127,1108.5,1119.5,1119.5,1083
18/02/2010,1118,1123.699951,1100.800049,1118,1118,989
19/02/2010,1121.300049,1126.199951,1099.699951,1121.300049,1121.300049,137
21/02/2010,null,null,null,null,null,null
22/02/2010,1112.599976,1127.400024,1110,1112.599976,1112.599976,124
23/02/2010,1116.400024,1118.300049,1102.599976,1102.699951,1102.699951,152
24/02/2010,1096.5,1096.5,1096.5,1096.5,1096.5,751
25/02/2010,1107.800049,1108.199951,1088.699951,1107.800049,1107.800049,386
26/02/2010,1106.800049,1118.300049,1106.800049,1118.300049,1118.300049,382
28/02/2010,null,null,null,null,null,null
1/03/2010,1119.300049,1121.900024,1113.599976,1117.800049,1117.800049,184
2/03/2010,1136.900024,1137.400024,1115.699951,1136.900024,1136.900024,155
3/03/2010,1142.699951,1145,1133.699951,1142.699951,1142.699951,170
4/03/2010,1132.599976,1139,1128.599976,1132.599976,1132.599976,118
5/03/2010,1134.800049,1134.800049,1134.800049,1134.800049,1134.800049,129
7/03/2010,null,null,null,null,null,null
8/03/2010,1123.599976,1123.599976,1123.599976,1123.599976,1123.599976,17
9/03/2010,1122,1124,1113.099976,1122,1122,27
10/03/2010,1107.800049,1127.099976,1106.900024,1107.800049,1107.800049,21
11/03/2010,1108,1108,1108,1108,1108,46
12/03/2010,1101.5,1117.400024,1099.900024,1101.5,1101.5,135
14/03/2010,null,null,null,null,null,null
15/03/2010,1105.099976,1107.099976,1101.400024,1105.099976,1105.099976,21
16/03/2010,1122.199951,1127,1114.5,1122.199951,1122.199951,66
17/03/2010,1124,1131.400024,1118,1124,1124,29
18/03/2010,1127.400024,1127.800049,1121.099976,1127.400024,1127.400024,86
19/03/2010,1107.400024,1107.400024,1107.400024,1107.400024,1107.400024,54
21/03/2010,null,null,null,null,null,null
22/03/2010,1099.300049,1099.300049,1099.300049,1099.300049,1099.300049,71
23/03/2010,1103.5,1103.5,1103.5,1103.5,1103.5,16
24/03/2010,1088.599976,1092.400024,1085.5,1088.599976,1088.599976,9
25/03/2010,1092.699951,1092.699951,1086.699951,1092.699951,1092.699951,8
26/03/2010,1104.199951,1104.199951,1104.199951,1104.199951,1104.199951,5
28/03/2010,null,null,null,null,null,null
29/03/2010,1110.300049,1110.300049,1110.300049,1110.300049,1110.300049,158733
30/03/2010,1109.699951,1112.900024,1101.099976,1104.5,1104.5,56533
31/03/2010,1103.099976,1118.699951,1102,1113.300049,1113.300049,5950
1/04/2010,1125.099976,1127.699951,1111.300049,1125.099976,1125.099976,2696
4/04/2010,null,null,null,null,null,null
5/04/2010,1122.300049,1133.300049,1119.900024,1132.900024,1132.900024,567
6/04/2010,1130.800049,1138.5,1122.699951,1135.099976,1135.099976,2490
7/04/2010,1152.300049,1153,1132.599976,1152.300049,1152.300049,1342
8/04/2010,1152.199951,1152.300049,1144,1152.199951,1152.199951,254
9/04/2010,1161.099976,1164.800049,1150.5,1161.099976,1161.099976,505
11/04/2010,null,null,null,null,null,null
12/04/2010,1161.599976,1169,1154.599976,1161.599976,1161.599976,483
13/04/2010,1152.800049,1157,1145,1152.800049,1152.800049,278
14/04/2010,1159,1160.599976,1151.199951,1159,1159,162
15/04/2010,1157.5,1159.800049,1151,1159.699951,1159.699951,179
16/04/2010,1136.300049,1160,1130.400024,1136.300049,1136.300049,483
18/04/2010,null,null,null,null,null,null
19/04/2010,1135.199951,1137.099976,1124,1135.199951,1135.199951,145
20/04/2010,1138.599976,1145.800049,1136,1138.599976,1138.599976,80
21/04/2010,1148.199951,1150,1138.400024,1148.199951,1148.199951,68
22/04/2010,1142.300049,1144,1133.599976,1142.300049,1142.300049,213
23/04/2010,1153.099976,1153.099976,1153.099976,1153.099976,1153.099976,40
25/04/2010,null,null,null,null,null,null
26/04/2010,1160.099976,1160.099976,1151.400024,1153.5,1153.5,108
27/04/2010,1152.800049,1170.699951,1148.599976,1161.699951,1161.699951,213
28/04/2010,1171.300049,1171.300049,1171.300049,1171.300049,1171.300049,299
29/04/2010,1168.400024,1171.199951,1164,1168.400024,1168.400024,166
30/04/2010,1180.099976,1181.300049,1170,1180.099976,1180.099976,146
2/05/2010,null,null,null,null,null,null
3/05/2010,1178.599976,1187.5,1177.300049,1182.699951,1182.699951,90
4/05/2010,1168.599976,1191.800049,1168.300049,1168.599976,1168.599976,94
5/05/2010,1174.599976,1177.199951,1159.199951,1174.599976,1174.599976,98
6/05/2010,1196.900024,1210.599976,1175.900024,1196.900024,1196.900024,79
7/05/2010,1210,1210.800049,1194.599976,1210,1210,112
9/05/2010,null,null,null,null,null,null
10/05/2010,1200.400024,1203.800049,1189.199951,1200.400024,1200.400024,118
11/05/2010,1219.900024,1233.5,1201.5,1219.900024,1219.900024,201
12/05/2010,1242.699951,1246.5,1227.099976,1242.699951,1242.699951,213
13/05/2010,1235.300049,1240,1228.699951,1228.800049,1228.800049,37
14/05/2010,1227.400024,1227.400024,1227.400024,1227.400024,1227.400024,99
16/05/2010,null,null,null,null,null,null
17/05/2010,1233.300049,1235.900024,1225.199951,1227.699951,1227.699951,49
18/05/2010,1214.300049,1216.099976,1208.199951,1214.300049,1214.300049,73
19/05/2010,1192.599976,1192.599976,1192.599976,1192.599976,1192.599976,75
20/05/2010,1187.800049,1191.800049,1179.400024,1187.800049,1187.800049,297
21/05/2010,1175.699951,1175.699951,1175.699951,1175.699951,1175.699951,177
23/05/2010,null,null,null,null,null,null
24/05/2010,1193.800049,1193.800049,1193.800049,1193.800049,1193.800049,14
25/05/2010,1197.800049,1200,1195.599976,1197.800049,1197.800049,9
26/05/2010,1213.300049,1213.300049,1213.300049,1213.300049,1213.300049,237497
27/05/2010,1211.699951,1218.5,1205.400024,1211.900024,1211.900024,109434
28/05/2010,1210.400024,1214.800049,1201.099976,1212.199951,1212.199951,12895
30/05/2010,null,null,null,null,null,null
1/06/2010,1224.800049,1228.199951,1209.300049,1224.800049,1224.800049,4547
2/06/2010,1220.599976,1225.800049,1213.199951,1220.599976,1220.599976,2799
3/06/2010,1208.300049,1224,1201,1208.300049,1208.300049,1552
4/06/2010,1207.599976,1220.400024,1196.900024,1216.199951,1216.199951,1070
6/06/2010,null,null,null,null,null,null
7/06/2010,1239.300049,1244.699951,1211,1239.300049,1239.300049,859
8/06/2010,1241.5,1252.099976,1234.099976,1244,1244,763
9/06/2010,1237,1238.199951,1222,1228.5,1228.5,446
10/06/2010,1232.800049,1233.5,1215.099976,1220.800049,1220.800049,488
11/06/2010,1228.900024,1229.599976,1218,1228.900024,1228.900024,481
13/06/2010,null,null,null,null,null,null
14/06/2010,1223.199951,1232.699951,1217.699951,1223.300049,1223.300049,989
15/06/2010,1222.599976,1236,1222.400024,1233.199951,1233.199951,251
16/06/2010,1229.300049,1229.300049,1229.300049,1229.300049,1229.300049,318
17/06/2010,1233.900024,1251.099976,1233.900024,1247.5,1247.5,266
18/06/2010,1247.699951,1261.5,1242.900024,1257.199951,1257.199951,130
20/06/2010,null,null,null,null,null,null
21/06/2010,1257.400024,1264.800049,1232,1239.699951,1239.699951,219
22/06/2010,1239.900024,1242.800049,1232.099976,1239.900024,1239.900024,172
23/06/2010,1233.900024,1245.099976,1226.900024,1234.099976,1234.099976,100
24/06/2010,1236.400024,1248.099976,1230.699951,1245.5,1245.5,253
25/06/2010,1246.699951,1256.900024,1243.699951,1255.800049,1255.800049,159
27/06/2010,null,null,null,null,null,null
28/06/2010,1238.199951,1238.199951,1238.199951,1238.199951,1238.199951,351
29/06/2010,1242,1245,1228.5,1242,1242,417
30/06/2010,1245.5,1246.199951,1236.699951,1245.5,1245.5,73
1/07/2010,1206.300049,1242.400024,1204.5,1206.300049,1206.300049,50
2/07/2010,1201.400024,1211.599976,1200.800049,1207.400024,1207.400024,169
4/07/2010,null,null,null,null,null,null
6/07/2010,1207.300049,1211.800049,1190.5,1194.800049,1194.800049,52
7/07/2010,1198.599976,1198.599976,1198.599976,1198.599976,1198.599976,18
8/07/2010,1195.800049,1203.300049,1189.300049,1195.800049,1195.800049,93
9/07/2010,1209.599976,1213,1195,1209.599976,1209.599976,22
11/07/2010,null,null,null,null,null,null
12/07/2010,1198.5,1198.5,1198.5,1198.5,1198.5,45
13/07/2010,1213.300049,1217.400024,1205.199951,1213.300049,1213.300049,53
14/07/2010,1212,1213.800049,1202.400024,1206.800049,1206.800049,54
15/07/2010,1208.099976,1208.099976,1208.099976,1208.099976,1208.099976,32
16/07/2010,1188,1188,1188,1188,1188,46
18/07/2010,null,null,null,null,null,null
19/07/2010,1181.699951,1182.199951,1180,1181.699951,1181.699951,4
20/07/2010,1191.5,1191.5,1191.5,1191.5,1191.5,8
21/07/2010,1191.599976,1194.5,1184.099976,1191.599976,1191.599976,24
22/07/2010,1195.5,1196,1194.400024,1195.5,1195.5,79
23/07/2010,1187.699951,1198.599976,1187.699951,1187.699951,1187.699951,32
25/07/2010,null,null,null,null,null,null
26/07/2010,1183,1183,1183,1183,1183,37
27/07/2010,1158,1158,1158,1158,1158,29
28/07/2010,1160.400024,1160.400024,1160.400024,1160.400024,1160.400024,206828
29/07/2010,1163.800049,1169.199951,1158.699951,1168.400024,1168.400024,54384
30/07/2010,1168.199951,1183.099976,1166,1181.699951,1181.699951,5466
1/08/2010,null,null,null,null,null,null
2/08/2010,1183.400024,1191.800049,1174.699951,1183.400024,1183.400024,2504
3/08/2010,1185.199951,1190.5,1180,1185.199951,1185.199951,598
4/08/2010,1186.300049,1203,1186.300049,1193.699951,1193.699951,1068
5/08/2010,1197.199951,1199.300049,1190,1197.199951,1197.199951,214
6/08/2010,1203.300049,1211,1195.300049,1203.400024,1203.400024,347
8/08/2010,null,null,null,null,null,null
9/08/2010,1205.800049,1209.5,1199.800049,1200.699951,1200.699951,658
10/08/2010,1196.199951,1206.5,1191,1196.199951,1196.199951,713
11/08/2010,1197.5,1208,1193,1197.5,1197.5,351
12/08/2010,1214.800049,1215.5,1199,1214.800049,1214.800049,289
13/08/2010,1214.900024,1214.900024,1214.900024,1214.900024,1214.900024,138
15/08/2010,null,null,null,null,null,null
16/08/2010,1224.5,1225.400024,1218,1224.5,1224.5,252
17/08/2010,1226.599976,1227.400024,1224,1226.599976,1226.599976,84
18/08/2010,1229.699951,1231.599976,1218,1229.699951,1229.699951,169
19/08/2010,1233.800049,1237.599976,1228.800049,1233.800049,1233.800049,46
20/08/2010,1227.199951,1232.800049,1223,1227.199951,1227.199951,236
22/08/2010,null,null,null,null,null,null
23/08/2010,1226.900024,1228.900024,1222.900024,1226.900024,1226.900024,56
24/08/2010,1231.800049,1234,1211.5,1231.800049,1231.800049,300
25/08/2010,1239.5,1240.699951,1230.699951,1239.5,1239.5,298
26/08/2010,1235.400024,1243.300049,1235,1235.400024,1235.400024,104
27/08/2010,1236,1236,1236,1236,1236,573
29/08/2010,null,null,null,null,null,null
30/08/2010,1237.099976,1237.900024,1234,1237.099976,1237.099976,128
31/08/2010,1248.300049,1249.400024,1233,1248.300049,1248.300049,124
1/09/2010,1246.300049,1254.300049,1243.599976,1246.300049,1246.300049,41
2/09/2010,1251.5,1252.5,1246.900024,1251.5,1251.5,100
3/09/2010,1249.199951,1249.199951,1240,1249.199951,1249.199951,3
5/09/2010,null,null,null,null,null,null
7/09/2010,1257.300049,1258,1255.5,1257.300049,1257.300049,7
8/09/2010,1255.599976,1260.199951,1254.699951,1255.599976,1255.599976,27
9/09/2010,1248.900024,1256,1244.099976,1248.900024,1248.900024,9
10/09/2010,1244.5,1244.5,1244.5,1244.5,1244.5,20
12/09/2010,null,null,null,null,null,null
13/09/2010,1245.099976,1245.099976,1245.099976,1245.099976,1245.099976,18
14/09/2010,1269.699951,1272.400024,1253.400024,1269.699951,1269.699951,87
15/09/2010,1266.599976,1269.800049,1263.5,1266.699951,1266.699951,34
16/09/2010,1271.900024,1275.199951,1268.699951,1271.900024,1271.900024,37
17/09/2010,1275.599976,1279.599976,1273.800049,1275.599976,1275.599976,54
19/09/2010,null,null,null,null,null,null
20/09/2010,1279,1282,1279,1279,1279,27
21/09/2010,1272.400024,1289.800049,1271.800049,1272.400024,1272.400024,56
22/09/2010,1290.199951,1290.199951,1290.199951,1290.199951,1290.199951,17
23/09/2010,1294.300049,1294.300049,1289.400024,1294.300049,1294.300049,45
24/09/2010,1296,1297.400024,1294.199951,1296,1296,37
26/09/2010,null,null,null,null,null,null
27/09/2010,1296.699951,1296.699951,1296.699951,1296.699951,1296.699951,67
28/09/2010,1287.5,1308.599976,1287.5,1306.599976,1306.599976,25190
29/09/2010,1309.400024,1312.5,1305,1308.5,1308.5,6745
30/09/2010,1307.199951,1315.199951,1295.699951,1307.800049,1307.800049,579
1/10/2010,1309,1320,1309,1316.099976,1316.099976,153
3/10/2010,null,null,null,null,null,null
4/10/2010,1318.300049,1319.099976,1312,1315.400024,1315.400024,95
5/10/2010,1312.900024,1341.099976,1312.900024,1338.900024,1338.900024,197
6/10/2010,1339.099976,1349,1339,1346.400024,1346.400024,215
7/10/2010,1347.900024,1363,1325.699951,1333.900024,1333.900024,261
8/10/2010,1333.5,1348.400024,1325,1344.199951,1344.199951,80
10/10/2010,null,null,null,null,null,null
11/10/2010,1346.699951,1353.699951,1344,1353.300049,1353.300049,79
12/10/2010,1346.900024,1352.199951,1343.599976,1345.699951,1345.699951,112
13/10/2010,1356.400024,1374,1355.099976,1369.5,1369.5,251
14/10/2010,1372.800049,1383.900024,1371.300049,1376.699951,1376.699951,106
15/10/2010,1379.199951,1382.400024,1364.699951,1371.099976,1371.099976,170
17/10/2010,null,null,null,null,null,null
18/10/2010,1358,1372.599976,1358,1371.199951,1371.199951,46
19/10/2010,1366.800049,1370.5,1328.5,1335.099976,1335.099976,301
20/10/2010,1336,1345.800049,1334.199951,1343.300049,1343.300049,148
21/10/2010,1344.199951,1346.199951,1317.5,1324.699951,1324.699951,102
22/10/2010,1326.699951,1328.099976,1319,1324.400024,1324.400024,113
24/10/2010,null,null,null,null,null,null
25/10/2010,1333.599976,1349.099976,1333.099976,1338.300049,1338.300049,194
26/10/2010,1341.199951,1341.199951,1328.300049,1338,1338,195
27/10/2010,1341,1341,1321.099976,1322.199951,1322.199951,106
28/10/2010,1327.900024,1343.599976,1325.900024,1342.099976,1342.099976,192
29/10/2010,1340.199951,1358.699951,1336.800049,1357.099976,1357.099976,74
31/10/2010,null,null,null,null,null,null
1/11/2010,1360.300049,1360.300049,1350.699951,1350.199951,1350.199951,40
2/11/2010,1356.800049,1356.800049,1355.5,1356.400024,1356.400024,17
3/11/2010,1351.400024,1359.199951,1327.5,1337.099976,1337.099976,135
4/11/2010,1368.599976,1392.5,1368.599976,1382.699951,1382.699951,109
5/11/2010,1390.699951,1398,1378.199951,1397.300049,1397.300049,109
7/11/2010,null,null,null,null,null,null
8/11/2010,1390.5,1409.199951,1387.099976,1402.800049,1402.800049,112
9/11/2010,1405.199951,1423.199951,1382.900024,1409.800049,1409.800049,84
10/11/2010,1395.199951,1408.099976,1384,1399.099976,1399.099976,29
11/11/2010,1400.699951,1413.5,1397.300049,1403.099976,1403.099976,26
12/11/2010,1407.900024,1407.900024,1360.099976,1365.400024,1365.400024,182
14/11/2010,null,null,null,null,null,null
15/11/2010,1363.699951,1372.599976,1355.300049,1368.400024,1368.400024,46
16/11/2010,1356.5,1358.199951,1329.5,1338.300049,1338.300049,67
17/11/2010,1336.900024,1341.800049,1331.300049,1336.800049,1336.800049,50
18/11/2010,1349.5,1353.199951,1347.699951,1352.900024,1352.900024,17
19/11/2010,1350.699951,1352,1344.5,1352.199951,1352.199951,7
21/11/2010,null,null,null,null,null,null
22/11/2010,1357.699951,1357.699951,1357.699951,1357.699951,1357.699951,7
23/11/2010,1369.400024,1377.5,1364.5,1377.5,1377.5,15
24/11/2010,1377.800049,1377.800049,1377.800049,1372.900024,1372.900024,3
26/11/2010,null,null,null,null,null,null
28/11/2010,null,null,null,null,null,null
29/11/2010,1364,1369.300049,1352.599976,1366,1366,94486
30/11/2010,1366.699951,1390.099976,1362.800049,1385,1385,11370
1/12/2010,1386.800049,1396.599976,1382.300049,1387.300049,1387.300049,4759
2/12/2010,1387.599976,1398.599976,1383.300049,1388.5,1388.5,1550
3/12/2010,1385.099976,1415.099976,1385.099976,1405.400024,1405.400024,2341
5/12/2010,null,null,null,null,null,null
6/12/2010,1414,1428.400024,1410,1415.300049,1415.300049,833
7/12/2010,1424.5,1431.099976,1398,1408.300049,1408.300049,866
8/12/2010,1402.5,1403.800049,1372,1382.5,1382.5,1675
9/12/2010,1380.599976,1394.199951,1380.5,1392.099976,1392.099976,971
10/12/2010,1388.900024,1392,1373.099976,1384.300049,1384.300049,457
12/12/2010,null,null,null,null,null,null
13/12/2010,1384.5,1399.199951,1384.5,1397.300049,1397.300049,193
14/12/2010,1401.900024,1407.300049,1391.800049,1403.599976,1403.599976,431
15/12/2010,1394,1394,1379.5,1385.5,1385.5,215
16/12/2010,1380.900024,1385,1362.5,1370.400024,1370.400024,228
17/12/2010,1376.400024,1378.599976,1365.900024,1378.599976,1378.599976,102
19/12/2010,null,null,null,null,null,null
20/12/2010,1383.199951,1386.699951,1376.5,1385.5,1385.5,125
21/12/2010,1385.800049,1389.5,1381.5,1388.199951,1388.199951,113
22/12/2010,1388,1389.5,1385,1386.800049,1386.800049,58
23/12/2010,1388.400024,1388.400024,1373.699951,1380,1380,101
26/12/2010,null,null,null,null,null,null
27/12/2010,1373.5,1384.199951,1373.5,1382.400024,1382.400024,322
28/12/2010,1389.800049,1406.699951,1389.800049,1405.199951,1405.199951,519
29/12/2010,1403.400024,1412.199951,1402.900024,1413.099976,1413.099976,413
30/12/2010,1413.800049,1413.800049,1403.099976,1405.599976,1405.599976,185
31/12/2010,1405.699951,1421.099976,1405.699951,1421.099976,1421.099976,54
2/01/2011,null,null,null,null,null,null
3/01/2011,1415.599976,1423.900024,1413.699951,1422.599976,1422.599976,28
4/01/2011,1409.599976,1410.900024,1375.800049,1378.5,1378.5,122
5/01/2011,1383.400024,1384,1364.199951,1373.400024,1373.400024,175
6/01/2011,1374.800049,1376.5,1368.900024,1371.400024,1371.400024,158
7/01/2011,1372.699951,1377.199951,1355.5,1368.5,1368.5,225
9/01/2011,null,null,null,null,null,null
10/01/2011,1369,1374,1365.699951,1373.699951,1373.699951,181
11/01/2011,1375.400024,1384.5,1373.900024,1384,1384,13
12/01/2011,1382.599976,1385.5,1378,1385.699951,1385.699951,204
13/01/2011,1386.099976,1392.5,1371.400024,1386.900024,1386.900024,66
14/01/2011,1375,1376,1356.699951,1360.400024,1360.400024,252
16/01/2011,null,null,null,null,null,null
18/01/2011,1365.099976,1371,1359.199951,1368.099976,1368.099976,106
19/01/2011,1371.900024,1376.199951,1367,1370.199951,1370.199951,40
20/01/2011,1367.699951,1367.699951,1345,1346.5,1346.5,10
21/01/2011,1341.699951,1345.599976,1338.599976,1341,1341,20
23/01/2011,null,null,null,null,null,null
24/01/2011,1352.300049,1352.300049,1341.800049,1344.5,1344.5,2
25/01/2011,1330.400024,1331.5,1323.599976,1332.300049,1332.300049,394
26/01/2011,1333,1341.699951,1333,1333,1333,4
27/01/2011,1342,1342,1318.400024,1318.400024,1318.400024,210699
28/01/2011,1314,1346.599976,1307.699951,1340.699951,1340.699951,73023
30/01/2011,null,null,null,null,null,null
31/01/2011,1339,1345.900024,1323.300049,1333.800049,1333.800049,13657
1/02/2011,1333.099976,1342.900024,1325.300049,1339.599976,1339.599976,3180
2/02/2011,1344,1344,1327,1331.5,1331.5,1363
3/02/2011,1335.599976,1355.800049,1324.900024,1352.300049,1352.300049,1865
4/02/2011,1354.800049,1360,1345,1348.300049,1348.300049,591
6/02/2011,null,null,null,null,null,null
7/02/2011,1345.800049,1353.800049,1343.800049,1347.599976,1347.599976,1004
8/02/2011,1351.199951,1367,1350,1363.400024,1363.400024,2536
9/02/2011,1362.800049,1366.5,1359.599976,1364.800049,1364.800049,146
10/02/2011,1364.300049,1364.5,1351.699951,1361.900024,1361.900024,312
11/02/2011,1364,1368.800049,1355.199951,1359.900024,1359.900024,488
13/02/2011,null,null,null,null,null,null
14/02/2011,1357.800049,1365.599976,1356.599976,1364.599976,1364.599976,181
15/02/2011,1361.599976,1376,1361.599976,1373.599976,1373.599976,321
16/02/2011,1373.599976,1382,1370.5,1374.699951,1374.699951,156
17/02/2011,1377.699951,1384.699951,1377,1384.699951,1384.699951,113
18/02/2011,1384.099976,1391.800049,1381.800049,1388.199951,1388.199951,98
20/02/2011,null,null,null,null,null,null
22/02/2011,1395.099976,1408.699951,1395.099976,1400.5,1400.5,430
23/02/2011,1397.800049,1413.800049,1397.800049,1413.400024,1413.400024,318
24/02/2011,1415.099976,1415.300049,1408.300049,1415.300049,1415.300049,809
25/02/2011,1401.699951,1411,1401,1408.699951,1408.699951,352
27/02/2011,null,null,null,null,null,null
28/02/2011,1410.699951,1415.699951,1407.699951,1409.300049,1409.300049,205
1/03/2011,1415.300049,1434.400024,1415.300049,1430.699951,1430.699951,116
2/03/2011,1432.5,1440.5,1428.800049,1437.199951,1437.199951,1600
3/03/2011,1432.300049,1432.300049,1415.900024,1416,1416,244
4/03/2011,1418.900024,1429.800049,1416.800049,1428.199951,1428.199951,60
6/03/2011,null,null,null,null,null,null
7/03/2011,1434.5,1445,1429.5,1434.099976,1434.099976,613
8/03/2011,1431.599976,1432.599976,1424.300049,1426.900024,1426.900024,198
9/03/2011,1430,1435.699951,1426.099976,1429.300049,1429.300049,98
10/03/2011,1429.5,1429.800049,1403.800049,1412.199951,1412.199951,23
11/03/2011,1413.699951,1422.599976,1404.900024,1421.5,1421.5,23
13/03/2011,null,null,null,null,null,null
14/03/2011,1420,1427.699951,1420,1424.599976,1424.599976,58
15/03/2011,1413.300049,1413.300049,1385.5,1392.599976,1392.599976,20
16/03/2011,1398,1404.199951,1394.300049,1396,1396,38
17/03/2011,1387.699951,1393.599976,1387.699951,1404,1404,27
18/03/2011,1406.400024,1419.300049,1406.400024,1415.900024,1415.900024,6
20/03/2011,null,null,null,null,null,null
21/03/2011,1433.5,1433.5,1430.800049,1426.199951,1426.199951,43
22/03/2011,1430.400024,1430.400024,1430.400024,1427.5,1427.5,85
23/03/2011,1432.199951,1439.699951,1432.199951,1437.900024,1437.900024,19
24/03/2011,1437.699951,1446.900024,1437.5,1434.800049,1434.800049,27
25/03/2011,1436,1436,1436,1426.099976,1426.099976,1
27/03/2011,null,null,null,null,null,null
28/03/2011,1413.199951,1415.599976,1413.199951,1419.800049,1419.800049,6
29/03/2011,1416,1416,1416,1416,1416,135792
30/03/2011,1418.699951,1430.300049,1412,1423.800049,1423.800049,47011
31/03/2011,1423.300049,1440,1420.699951,1438.900024,1438.900024,8230
1/04/2011,1433.400024,1436.5,1413,1428.099976,1428.099976,5318
3/04/2011,null,null,null,null,null,null
4/04/2011,1429.099976,1439.099976,1428.800049,1432.199951,1432.199951,683
5/04/2011,1437.900024,1457.599976,1430.300049,1451.800049,1451.800049,2609
6/04/2011,1456.900024,1462.300049,1452,1457.699951,1457.699951,901
7/04/2011,1459.699951,1462.5,1453.900024,1458.5,1458.5,229
8/04/2011,1457.599976,1475.5,1457.5,1473.400024,1473.400024,1407
10/04/2011,null,null,null,null,null,null
11/04/2011,1476,1476,1459.699951,1467.400024,1467.400024,378
12/04/2011,1461.800049,1467.199951,1444.400024,1452.900024,1452.900024,345
13/04/2011,1455,1462,1454,1454.900024,1454.900024,197
14/04/2011,1456.800049,1476,1452.699951,1471.699951,1471.699951,535
15/04/2011,1477.599976,1487.5,1473.199951,1485.300049,1485.300049,293
17/04/2011,null,null,null,null,null,null
18/04/2011,1486.300049,1497.300049,1477.5,1492.300049,1492.300049,650
19/04/2011,1493.300049,1499.5,1489,1494.5,1494.5,168
20/04/2011,1494,1505.300049,1494,1498.300049,1498.300049,386
21/04/2011,1503.699951,1508.300049,1501.699951,1503.199951,1503.199951,237
24/04/2011,null,null,null,null,null,null
25/04/2011,1513.300049,1518,1502.800049,1508.599976,1508.599976,233
26/04/2011,1501.5,1506.300049,1495,1503,1503,223
27/04/2011,1507.099976,1512.800049,1505.199951,1516.699951,1516.699951,460
28/04/2011,1528.599976,1536,1526.599976,1530.800049,1530.800049,425
29/04/2011,1538.699951,1568.699951,1537.300049,1556,1556,124
1/05/2011,null,null,null,null,null,null
2/05/2011,1572.900024,1576.599976,1543.099976,1556.699951,1556.699951,200
3/05/2011,1542.5,1547,1527.5,1540.099976,1540.099976,246
4/05/2011,1535,1539,1506.199951,1514.900024,1514.900024,272
5/05/2011,1514.699951,1520.699951,1471,1480.900024,1480.900024,133
6/05/2011,1473.199951,1494.800049,1472.300049,1491.199951,1491.199951,144
8/05/2011,null,null,null,null,null,null
9/05/2011,1501.5,1512.800049,1501.300049,1502.900024,1502.900024,44
10/05/2011,1508.400024,1516.900024,1508.400024,1516.599976,1516.599976,13
11/05/2011,1524,1524.099976,1495.199951,1501.099976,1501.099976,30
12/05/2011,1492.099976,1498.5,1484.800049,1506.599976,1506.599976,11
13/05/2011,1503.5,1511.300049,1490.199951,1493.400024,1493.400024,16
15/05/2011,null,null,null,null,null,null
16/05/2011,1489.300049,1494.900024,1489.300049,1490.400024,1490.400024,10
